query,classlabel
Bug Plug Dependencies View Optional work table mode,good
Bug PDE warn user Bundle SymbolicName Manifest Symbolic,bad
Bug PDE resolve translated names plugins directory format,bad
Bug Extension points declared fragments wrong namespace,bad
Bug NPE SourceLocationManager Source Location Manager,good
Bug PDE confused PDE projects,bad
Bug Manifest completion proposals sorted,good
Bug Combo box lose cursor Linux,bad
Bug Manifest Editors,bad
Bug Schema Editors Actions Refresh schema preview working,good
Bug Flickering â€œImport plug insâ€ dialog Mac,bad
Bug Manifest Content Assist Version proposals include qualifiers,good
Bug Preferences NPE starting eclipse,bad
Bug Environment Target editor slow initialize,bad
Bug Clean PDEPerspective,good
Bug Missing friends settable warning error,bad
Bug Manifest Editors NPE org eclipse pde internal editor plugin ImportPackageSection,good
Bug CCE define fragment,bad
Bug Switching FilteredTree issues Mac Filtered Tree,good
Bug NPE product editor add required plugins,bad
Bug NPE running Find Unsed Dependencies Dependencies View,bad
Bug Unjustified tag error incremental build,bad
Bug compatibility issues,bad
Bug compile plugins referenced link files,good
Bug tag tests mysteriously failed,bad
Bug remove missing plug Target Definition editor,good
Bug Product Editor Overview grey unusable,good
Bug problem generated missing output lib entry,good
Bug Target Definition problems Helios,bad
Bug NPE ManifestEditorMatchingStrategy Manifest Editor Matching Strategy,good
Bug Clicking entry Classpath table plugin xml editor ArrayStoreException Array Store Exception,bad
Bug Incorrectly parse headers Manifest Content Assist,good
Bug API problems org eclipse base,good
Bug Duplicated entries classpath container,good
Bug PDE Warning illegal characters feature xml complains chars,good
Bug apitools Add API Baseline wizard opened wrong parent shell,good
Bug Importing fragment Export headers forgets java nature,bad
Bug Cycles Dependency Graph resizable,good
Bug NPE target provisioning,bad
Bug RCP templates missing,bad
Bug update path prompt save plugin xml,bad
Bug preferences saving trigger preference initializaion exception shutdown,good
Bug NPE ManifestSourcePage getRangeElement Manifest Source Range Element,good
Bug Manifest Editors Friends selected addition,good
Bug OpenSchemaAction handle locations spaces Open Schema Action,good
Bug Missing singleton directive result warning,good
Bug Provide summary missing required bundles,good
Bug outline view displayed garbled text editor overview displayed,bad
Bug Creating product plugin Extension tab empty editor closed opened,bad
Bug Adding Imported Provide Version,bad
Bug Unable JUnit tests org eclipse jdt junit runtime target platform,bad
Bug Compatibility HandlerUtil getActiveShell parent Workbench Shell Handler Util Active Shell,good
Bug NPE occurs retrieving content CVS,bad
Bug Restore defaults doesn work API Scans preference,good
Bug Dependencies Views Fragment host,good
Bug PDE supplies pdelaunch IApplication launches stripped platform,bad
Bug target warning target selected preference,good
Bug Update JUnitLaunchConfigurationDelegate JUnit Launch Configuration Delegate,good
Bug plugin xml,bad
Bug PDE target doesn work easily,bad
Bug NPE FilteredPluginArtifactsSelectionDialog restoring history Filtered Plugin Artifacts Selection Dialog,good
Bug NPE startup,bad
Bug variables config ini template field don stick,good
Bug additional plug feature launch silently removed,good
Bug Plug project property template deprecated elements,bad
Bug Dependecy Analysis side edit plugin xml file,bad
Bug NPE Compute dependancy extent action plugins,good
Bug docs core runtime applications core runtime products ext pts missing,good
Bug logview LogView assumes FILTERED TEXTS Log View,good
Bug Export product fails product ini proper location,good
Bug API Freeze check leads NPE,bad
Bug doc Missing topics schema editor,good
Bug Tracing tab dirty button,good
Bug Plug ins view malformed content description,bad
Bug launch runtime workbench binary imported plug ins,bad
Bug Compiler warnings,bad
Bug target Provide careful handling Remove button pressed,bad
Bug Extension editor doesn remember field,bad
Bug tooling NPE DSErrorReporter reportIllegalCardinality DSError Reporter report Illegal Cardinality,good
Bug nooverride tag proposed classes,good
Bug Dups Eclipse ClassLoader getResources String Loader Resources,bad
Bug Javadoc errors org eclipse pde core target,bad
Bug Secondary Dependencies access rules incorrect,good
Bug translatable attribute,bad
Bug Add quickfix problem reporting api component resolution error,bad
Bug Plug Manifest builder IllegalArgumentException Bundle Classpath Illegal Argument Exception,good
Bug mixed delimiters,bad
Bug TVT TCT English string Sample Table Contents,bad
Bug target target editor acting strange incorrect context hookup,good
Bug NPE opening OSGi frameworks prefs,good
Bug Plugins tab likes dirty button,good
Bug NPE Plugin Fragment Wizards triggered Product Configuration Editor,good
Bug doc Description extension point org eclipse pde osgiFrameworks osgi Frameworks,good
Bug Adding packages Manifest rebuild,bad
Bug Errors saving plugin descriptor file,bad
Bug Vertical layout weird Extensions,bad
Bug Incorrect button sort FeatureSection Product Editor Feature,good
Bug Product Editor add duplicate features,bad
Bug NPE building workspace,bad
Bug Manifest Editors Weird character representing open bracket tree table viewers,bad
Bug logivew selections accept object contributions,bad
Bug Remove javadoc resolution remove icon,good
Bug Extension dialog focus filter text field,good
Bug log view IllegalArgumentException log view Illegal Argument Exception,bad
Bug failing test,bad
Bug sync switching targets,bad
Bug Search extension point references don multiple versions,bad
Bug PDE Tools Update Classpath deletes Access Rules,bad
Bug Description unnecessarily cleared extension wizard,good
Bug NPE XMLUtil getSchemaElement clicking attribute warning Schema Element,good
Bug quickfix remove redundant internal,good
Bug flag bin includes include plugin xml fragment xml,good
Bug tooling setup wizard preview,good
Bug Conversion org eclipse update core causing weird,bad
Bug tooling ensure component xml files included bin includes,bad
Bug GVT Truncation setup Convert Preferences,bad
Bug Call implementation FormFilteredTree doCreateTreeViewer Form Filtered Tree Create Tree Viewer,good
Bug UseReportConverter prints reference API patterns Report Converter,good
Bug Plug Project wizard error creating box project,bad
ServletContextListener contextDestroyed completely executed updating war Servlet Context Listener context Destroyed,bad
caching resources docu StringManager String Manager,bad
RpcChannel sends answer requesting ACK Rpc Channel,good
Tomcat Javadoc unthrown exception fixes,bad
QueryStats synchornisation issues Query Stats,good
AJP connector sends BODY CHUNK reading response closed,good
Concurrent issue TagPluginManager Tag Plugin Manager,good
DefaultAnnotationProcessor processAnnotations doPrivileged call getDeclaredFields Annotation Processor process Annotations Privileged Declared Fields,good
ServletContainerInitializer crash catalina dependcy Servlet Container Initializer,good
Transmission duplicated session DeltaManager handleGET SESSIONS Delta Manager handle,good
session listener invalidate session,good
URIEncoding doesn affect form authentication redirect,good
StandardEngine defaultAccessLog stale ROOT webapp redeployed Standard Engine Access Log,good
async examples work correctly,bad
System err overriden output System,bad
bounds exception thrown dynamically adding Filter,bad
Incorrect standard SSL properties JMX JMXRemoteLifecycleListener JMXRemote Lifecycle Listener,good
JDBCRealm Digest authentication Flow working Function sequence error,good
invalidated session pageContext methods fail Context,bad
JspRuntimeContext synch problems Jsp Runtime Context,good
DirContextURLConnection Format Header Values HTTP spec Dir Context URLConnection,good
org apache catalina tribes ChannelData EMPTY DATA ARRAY Channel Data,good
org apache tomcat jni Address APR ANYADDR,good
Lost interruption,bad
Fields,bad
BaseModelMBean clean attributeBroadcaster removeNotificationListener Base Model MBean attribute Broadcaster remove Notification Listener,good
AccessLogValve race condition problem Access Log Valve,good
Filter dynamically,good
Tomcat doesn output stack trace UnavailableException Unavailable Exception,good
org apache catalina session StoreBase hidden dependency PersistentManager Store Base Persistent Manager,good
AccessControlException undeploying application Access Control Exception,bad
JNDIRealm getPrincipal context username gssCredential corrupts realm context Principal gss Credential,good
Deactivated expressions parsed jsp expressions scriptlets,good
setParent called nested tags tag file tagx Parent,good
exception tagPlugin generated code tag Plugin,bad
XByteBuffer privatize fields Javadoc XByte Buffer,good
javax servlet http Cookie setDomain charset Domain,good
Odd decapitalization inferring JavaBean property setter injection target Java Bean,good
Startup time high JARs lib webapps,good
ClassCastException occurs context xml ResourceLink Exception Resource Link,bad
Wrong names generated URL ENCODER DirContextURLConnection thread safe Dir Context URLConnection,good
NPE form authentication form login config missed,good
NonLoginAuthenticator honour session timeout SingleSignOn Valve Login Authenticator Single Sign,good
JMX Descriptor Modifications,bad
ServletContainerInitializer onStartup classSet expect Servlet Container Initializer Startup,bad
VirtualDirContext setExtraResourcePaths incorrect separator semicolon comma Virtual Dir Context Extra Resource Paths,good
JSP UnavailableException IllegalStateException occurs Unavailable Exception Illegal Exception,good
Error thrown detection ServletContainerInitializer Servlet Container Initializer,good
call jspDestroy method violates Java Servlet Specification SRV jsp Destroy,bad
file called StackOverflowError tldScanResourcePaths startup Stack Overflow Error tld Scan Resource Paths,bad
AccessLog log size files sendfile Access Log,good
work option unpackWARs WARs appBase unpack WARs app Base,good
starting Tomcat fail BindException Bind Exception,bad
JNDIRealm java handle password,good
NPE mapping method,bad
Manager incorrectly reports deployment failed,good
java FileNotFoundException deploying web application white space context root File Exception,bad
log level failed loading,bad
filter mapping doesn find WebFilter filterName Web Filter filter,good
org apache catalina core ContainerBase getLogger thread safe Container Base Logger,good
MapperListener lifecycleEvent check parent calling registerWrapper Mapper Listener lifecycle Event register Wrapper,good
Dangerousness workDir setting Context work Dir,good
Websocket StreamInbound reports receipt Pong Stream Inbound,good
Nullpointer Exception activating SSI loading html file specific comment,good
Connector destroyInternal Execution destroy Internal,bad
NPE Http Processor action,good
Output tag jsp plugin conform XHTML,bad
javax CompositeELResolver synchronization issue Composite ELResolver,good
Running SecurityManager jsp returns blank accessed Security Manager,good
Misleading error message FilterBase invalid regex Filter Base,bad
org apache tomcat util net NioBlockingSelector BlockPoller Nio Blocking Selector Block Poller,good
OutputBuffer doFlush Exception doFlush stuck Output Buffer Flush Flush,good
WebSocket session closed onOpen sendText sync mode Web Socket Open send Text,bad
Unable custom implementation AbstractHttp Processor methods Http,bad
Detect stuck threads,good
Prevent potential data races org apache catalina tribes transport bio util FastQueue size Fast Queue,good
hard limit Http NioProcessor objects Nio Processor,good
webapp expanded FOLDER named webapps xxx war loaded,good
Manager detailed status display servlets,bad
request getCharacterEncoding misparses charset UTF xyz Character Encoding,bad
Patch generics catalina,bad
Patch generics javax packages,bad
role tomcat users xml invalid character,bad
Intermittent java lang IllegalArgumentException session config element limited occurrence Illegal Argument Exception,bad
org apache catalina startup Embedded overrides Lifecycle incorrectly,good
Websocket client connect Tomcat servlet SecurityManager place Security Manager,bad
Potential NullPointerException org apache catalina servlets WebdavServlet Pointer Exception Webdav Servlet,good
Incorrect tag XML response calling manager status XML,bad
classes remain memory web application LDAP,bad
NPE org apache tomcat util modeler Registry,good
concurrency problem corrupts WARDirContext Entry children WARDir Context,good
AbstractReplicatedMap entrySet returns values entries Replicated Map entry,good
ApplicationContextFacade generics fixes Application Context Facade,good
Jasper task JspC NPE taglibs Jsp,good
URL parameter parsed logging level DEBUG,good
org catalina tomcat startup Tomcat silence method doesn host add applications,good
maxHttpHeaderSize ArrayIndexOutOfBoundsException max Http Header Size Array Bounds Exception,bad
Bug introduces NullPointerException RealmBase java user JDBC Pointer Exception Realm Base,good
Generics fixes,bad
webservices ServiceRefFactory initHandlerChain adds wrong items list Service Factory init Handler Chain,good
Missing HTML closing tags Manager application,good
failonerror attribute Ant tasks,bad
Embedded stopInternal sets STARTING STOPPING Internal,good
Shutting tomcat large number contexts slow,bad
ChunkedInputFilter returning EOF client closes connection sending chunk Chunked Input Filter,good
DataSourceRealm provide info SQLException Data Source Realm,good
Webapp unavailable deploy start,bad
WebDAV servlet returns files readable Web DAV,good
Tomcat ignores javax net ssl trustStoreType system property trust Store Type,good
Javadoc fixes connector Request java,bad
JNDIRealm exception timeout Connection reset,good
Server CPU maxed core randomly hours,bad
WebappClassLoaderBase exposes system instance member Webapp Loader Base,good
java lang IllegalArgumentException session config element limited occurrence Illegal Argument Exception,good
Deployment application ROOT context hangs,bad
Memory Leak SecureNioChannel Secure Nio Channel,bad
Avoid NullPointerException JULI FileHandler formatter misconfigured Pointer Exception File Handler,good
SMAP broken Java JSP compile,good
SPNEGO failures leading stack trace prints PrivilegedActionExceptions Privileged Action Exceptions,good
ACTIVITY CHECK work correctly Tomcat restarted,good
Version cookie persisted,bad
Decoding jsessionid bug,bad
HttpSessionBindingListener valueUnbound wrong classloader SingleSignOn valve Http Session Binding Listener Unbound Single Sign,good
Session time shorter setting web xml PersistentManager Persistent Manager,good
InternalAprInputBuffer fill doesn deal correctly EOF Internal Apr Input Buffer,good
McastServiceImpl leaks sockets Mcast Service Impl,good
tribes membership MemberImpl toString getClass getName Member Impl String,good
Examples app security exceptions,bad
RuntimeException WebappClassLoader checkThreadLocalMapForLeaks LifecycleException Runtime Exception Webapp Loader check Thread Local Map Leaks Lifecycle Exception,good
translation error messag template text,bad
Deadlock produced Websocket write operation org apache catalina websocket WsOutbound Outbound,good
Response setCharacterEncoding fails Response getWriter Response reset Character Encoding Writer,good
RESOURCES DECLARED PARENT CLASSES INJECTED,bad
Notification expired session initializing servlet context,good
invalid sessions removed PersistenManager store Persisten Manager,good
RemoteIpFilter adjust getRequestURL Remote Filter Request URL,good
java lang IllegalArgumentException URI scheme file thrown ContextConfig getDefaultWebXmlFragment Illegal Argument Exception Context Config Web Xml Fragment,good
request getBytesRead Bytes Read,good
Fails deploying update context xml,good
XML parser loading problems container,good
Session type Backup Primary,bad
load listeners declared blank spaces tld file,bad
Requests open URL include Authorization header reach servlet,bad
AntCompiler problems whitespace pathname Ant Compiler,bad
websocket Inappropriate executor WsServerContainer Server Container,good
RemoteIpFilter parameters consistent RemoteIpValve Remote Filter Remote Valve,good
HttpServletRequest getAttributeNames names attributes Http Servlet Request Attribute Names,bad
common typo exipre,bad
typos comments HostManagerServlet Host Manager Servlet,good
usage method start start thread,bad
SpnegoAuthenticator Resource file missing placeholders exceptions Spnego Authenticator,good
WebDAV mounts Windows Mini Redirector clients Web DAV,good
Missing Coercion argument type mismatch,good
FarmWarDeployer nonsense condition Farm War Deployer,good
StandardContext bindThread unbindThread symmetrical limited current thread Standard Context bind Thread unbind Thread,good
Concurrent issue TagFileProcessor Tag File Processor,good
Tomcat Installer attribute generated tomcat users xml,good
Exception logged annotation scanning web apps WEB INF classes,good
memory performing ContextConfig webConfig Context Config web Config,good
WatchedResource configured TomcatHome conf Catalina localhost context XML file triggering context reload working days Watched Resource Tomcat,good
NPE StandardContextValve invoke webapp redeployed request processed Standard Context Valve,good
jasper ant task fails space uriroot,bad
Coerce expression java lang Object breaks expression concatenation,bad
Additional error checking required connector port attribute port,good
WebappLoader doesn honor delegate attr constructing jsp classpath Webapp Loader,good
context path empty tomcat startup FileNotFoundException File Exception,good
absolute ordering include element,good
Exception,bad
Persistent cookies written work Internet Explorer Safari,bad
Bad file descriptor IOException CGIServlet programs,good
Engine level Clustering work correctly web application version,bad
DataSource password exposed applications toString method Data Source String,bad
Performance Issue retriving JAR files TLD file parsing,bad
StatusManagerServlet remove JMX notification listener Status Manager Servlet,good
JSP Reloading Initialization Problem,good
Parallel deployment sessionid belongs latest version webapp latest version,bad
Crash stockticket async caused aborted client request,bad
Fatal Error send data WebSocket conection closed Web Socket,good
XML schema validation exception effective web xml generated servlet mapping empty url pattern,good
Connectors bind ports Catalina load start,bad
Form authenticator hangs authentication POST request mod proxy ajp,good
wrong send binary data websocket,good
ApplicationHttpRequest override javax servlet ServletRequestWrapper getServletContext Application Http Request Servlet Request Wrapper Servlet Context,good
Session Statistics command manager fails Unknown command sessions,good
annotation doesn effective metadata complete effective,bad
Server ClassLoader Server creation Loader,good
requests forwarded request attribute javax servlet path info assigned incorrect,bad
NPE authenticator realm resource defined,bad
Accept Ranges DefaultServlet Servlet,good
Patch Authentication reverse proxy authorization Tomcat,good
JNDIRealm support configuring LDAP sizeLimit countLimit SearchControls size Limit count Limit Search Controls,good
manager status XML,good
Jasper display full path file error,bad
UnsupportedOperationException logged fetching BasicDataSource loginTimeout Unsupported Operation Exception Basic Data Source login Timeout,bad
Complete Server status status stack trace,bad
ArrayIndexOutOfBoundsException Jasper compilation error CDATA block Array Bounds Exception,good
Unmatched quotes JSP parser,good
CHANGE SESSION message received cluster session synchronization dropped,good
Unabled store data HttpSession root context Http Session,bad
DeltaSession ignores notifyListenersOnReplication BackupManager Delta Session notify Listeners Replication Backup Manager,good
PropFind error MkCol succes Prop Find Col,bad
sendRedirect doesn work dispatch AsyncContext send Redirect Async Context,bad
POST content type incorrect multipart forms login,good
Context correctly stopped shutdown,bad
Bad getClass lead concurrency bugs,bad
incomplete invalid context paths StandardContext java JNDI fails Standard Context,bad
JSPWiki JSP compilation prevented org apache jasper Constants JSP,bad
webapps deployed accessing URL returns content,bad
Crash infinite loop files starting library tree,bad
Matching relevant servlet filters fails request forwarded,good
ContextConfig checkHandlesTypes doesn check VerifyError loading Context Config check Handles Types Verify Error,good
AccessLogValve fileDateFormat changed JMX Access Log Valve file Format,good
WebappClassLoader getThread access root ThreadGroup Webapp Loader Thread Thread Group,good
Compiled tag files tag libraries share,good
Wrong websocket subprotocol implementation,good
provide insight BindException assign requested address Bind Exception,good
Duplicate property files,bad
JDBCRealm getRoles bad synchronization hangs DIGEST authentication Roles,good
clustering fails serializing javax security subject,bad
PATCH Response isSpace deprecated isWhiteSpace Space White Space,bad
JSP file recompiled file based TLD URL,bad
Context fails reload error web xml corrected,bad
Tomcat replicate session started,bad
Valve Javadocs invoke method references existent method,good
PersistentManager loads session Store calls session expire Persistent Manager,good
starting thread startAsync Runnable infinite amount doPosts generated start Async Posts,good
NPE ReplicationValve Replication Valve,good
org apache tomcat jdbc pool PooledConnection assignment typo Pooled Connection,good
IllegalStateException calling AsyncContext dispatch Illegal Exception Async Context,good
newInstance Dynamic instance filters causing InstantiationException Instance Instantiation Exception,good
autodeploy fails redeploy latest war,good
Sample build xml wrong manager url,good
ConcurrentModificationException removing WAR FarmWarDeployer Concurrent Modification Exception Farm War Deployer,good
Webssocket secure client thread access webapp resources,bad
AbstractReplicatedMap memberDisappeared executed necessity Replicated Map member Disappeared,good
java lang IllegalStateException Calling asyncComplete Illegal Exception async Complete,good
File descriptor leak web xml loading,bad
Error running CGI executable Tomcat,good
Deadlock separate thread write ServletOutputStream Servlet Output Stream,bad
clearReferencesJdbc causing leaks oracle ojdbc driver clear References Jdbc,good
Http NioProcessor correct release Nio Processor,good
Unable deploy applications xml,bad
Potential syncro problem StandardSession expire Standard Session,good
Annotation processing WEB INF classes Servlets Listeners Filters skipped web app extracted classes packages embedded scenarios,good
NIO Connector Exception invoking method readBufSize writeBufSize JMX Proxy Servlet read Buf Size write Buf Size,bad
nullpointer exception RequestUtil parseParameters Request Util parse Parameters,good
Avoid throwing NameNotFoundException BaseDirContext lookup Exception Base Dir Context,good
service qname soap header parsed correctly,good
Disabling SSLEngine AprLifecycleListener leads misleading error message startup SSL Connector delcared Apr Lifecycle Listener,bad
NullPointerException startup org apache catalina startup HostConfig filterAppPaths missing app base Pointer Exception Host Config filter App Paths,good
InternalNioInputBuffer honor maxHttpHeadSize Internal Nio Input Buffer max Http Head Size,good
configuration resources loaded places straight filesystem,bad
initSQL executed JDBC connection created load init SQL,good
Potential NPE CoyoteAdapter log Coyote Adapter,good
StatementCache interceptor close ResultSets Statement Cache Result Sets,good
Potential NullPointerException org apache catalina valves AccessLogValve Pointer Exception Access Log Valve,good
IBM Java server startup error java lang IllegalArgumentException TLS protocol enabl strict mode Illegal Argument Exception,good
Request getAttributeNames slows applications Attribute Names,bad
error reported jsp include existent target,good
TestTomcat fails delete work directory Test Tomcat,bad
Tribes ByteMessage corrupted message size exceeds underlying buffer size Message,good
Tomcat doesn send Vary consistently gzip enabled,good
GZipped responses result java IOException Corrupt GZIP trailer gunzip,bad
Avoid duplicated String CharArray conversion loop Matcher matchName Array match,good
JNDIRealm Authentication GSSAPI LDAP SSL connection exception,good
tagx files don compile document encoding casing differs,bad
AprLifecycleListener initialize configured server xml Apr Lifecycle Listener,good
NIO connector fails SSL handshake uppercase letters keyAlias key Alias,good
incomplete resource leak bug WebappClassLoader java Webapp Loader,good
RealmBase authorization hasResourcePermission fully servlet spec compliant Realm Base Resource Permission,good
JNDIRealm roleNested doesn work roleSearch member role Nested role Search,good
org apache jasper compiler JspUtil getTagHandlerClassName org apache jasper Constants TAG FILE Jsp Util Tag Handler,good
ExpressionFactoryImpl createMethodExpression Spec conform Expression Factory Impl create Method Expression,good
NPE TagFileProcessor tag file expanded directory jar Tag File Processor,good
Servlet annotations scanned unpackWars unpack Wars,bad
SPNEGOAUTHENTICATOR GSSCredential renewed RemainingLifeTime Remaining Life Time,bad
Dynamic Filter Registration mapping logic inverted,good
Regression cache control headers requests security constraints,good
Bad Connector protocol NullPointerException Executor Pointer Exception,good
Tomcat reports empty close reason send operation timed,bad
reference javax security Policy contextClassLoader prevents undeployed Web application garbage collected context Loader,good
org apache catalina authenticator SingleSignOn valve function Single Sign,good
ServletContext getResourceAsStream returns stale data Servlet Context Resource Stream,bad
RemoteIpFilter request secure request scheme forced http Forwarded Proto http Remote Filter,good
Blank dropped connection running TCnative APR,good
Context parameters overridden parameters web application deployment descriptor,good
cite attempted address throwing assign requested address,bad
HEAD requests request dispatch include,good
validationInterval attribute validation Interval,good
Connector compression overwrites Vary header,bad
inconsistent error behavior,bad
org apache catalina core ApplicationContextFacade Application Context Facade,good
Jasper illegally org eclipse jdt internal compiler env ICompilationUnit Eclipse ICompilation Unit,good
Thread safety issue ApplicationContextFacade invokeMethod Application Context Facade invoke Method,good
landingpage XHTML JSF CDI nullpointer exception,good
jsp mapped servlet web xml cyrillic characters allowed web xml,bad
ManagerBase backgroundProcess NullPointerException Manager Base background Process Pointer Exception,good
Potential Bug Inconsistency NioBlockingSelector java Nio Blocking Selector,good
JspC checking uriRoot option validness Jsp uri Root,good
org apache catalina startup Catalina incorrectly duplicates member,bad
Jasper generate uncompilable source code genStringAsCharArray turned gen String Array,good
Generator JspFragment invoke implementation reset ELContext JspContext Jsp Fragment Jsp Context,good
Infinte loop FileDirContext CDI Weld project Eclipse Server modules publishing File Dir Context,good
Tomcat SPNEGO authenticator incompatible IBM JDK Accept Security Context wrapped Privileged Action order server side authentication,good
Setting logger specific overrides logging properties working,good
Error war deploy archive malformed Tomcat releases IBM iSeries System Series,good
Selector closed,bad
annotation process Jar impact distributable web xml,good
Incomplete error message lookup resource bound naming,good
Fail access resources jsp files jar file supported servlet,good
CometProcessor flush close HTTP requests Comet Processor,bad
ExtensionValidator doesn handle wrapped lines MANIFEST Extension Validator,good
java lang NoSuchMethodException thrown starting tomcat security enabled tracking mode web xml Method Exception,good
Folder web fragment xml impact status distributable,good
StreamInbound closeOutboundConnection WsFrame closes opcode status Stream Inbound close Outbound Connection Frame,good
DefaultServlet leak resource method copy CID Servlet,good
Unable destroy WebSocket thread group warning reloading examples webapp Web Socket,good
disableUploadTimeout KeepAliveTimeout correlated Http Connector disable Upload Timeout Alive Timeout,good
Threads leak,bad
NIO connector incorrectly closes connection client certificate verification fails,bad
Incorrect parsing tag attributes,bad
infinit loop nio connector code,bad
maxConnections AprEndpoint init error max Connections Apr Endpoint,good
Patch JNDIRealm fails parse absolute names,good
SSO cookie HttpOnly Http,good
WebappClassLoader validate validate javax servlet Webapp Loader,good
NioEndpoint poller thread died Nio Endpoint,good
jar wrong throwing UnsupportedClassVersionError Unsupported Version Error,bad
JNDIRealm java parsing roles correctly,good
AjpConnectionHandler connections causing memory leak Ajp Connection Handler,good
correcting generics warnings,bad
Patch Generics warnings rawtypes,good
NPE,bad
attribute values tag file properly escaped,good
Error message unhelpful web xml references tld file doesn exist,good
Deadlock FileHandler java log rotated File Handler,good
Sticky sessions PersistentManager enter indeterminate node failover Persistent Manager,good
Unable override servlet Tomcat embedded mode,bad
TagPlugin ForEach doesn support CSV items Tag Plugin,good
Tomcat CORS filter allowing origin file resource access WebView Web View,good
Programmatic login UserDatabaseRealm returns error User Database Realm,bad
java lang StackOverflowError deploying web application Stack Overflow Error,good
original loader isn bound thread PersistentValve invoke Persistent Valve,good
High CPU load NIO connector client breaks connection unexpectedly,bad
Memory leak SSL Java security manager,good
ClassLoaderLogManager remove logging properties values Loader Log Manager,good
jspInit method called jsp Init,bad
Endless loop APR poller connector shutdown,good
log level messages,bad
NPE WebappClassLoaderBase Webapp Loader Base,good
smap generated JspC Ant precompilation Jsp,bad
suspectTimeout work expected removeAbandoned match documentation suspect Timeout remove Abandoned,good
HTTP SSL NIO won work,bad
Tomcat deploy dir zip archive directory ends war,good
SWAP increases cluster Tomca,bad
Wrong HTTP code failed CLIENT CERT authentication,good
PooledParallelSender sendMessage NullpointerException Pooled Parallel Sender send Message Nullpointer Exception,good
logging maxHeaderCount hit max Header Count,bad
SingleSignOn valve warns missing session invoking HttpServletRequest logout Single Sign Http Servlet Request,good
Failure parse MergedWebXml validation enabled Jasper Merged Web Xml,good
Memory Leak WebappClassLoader Webapp Loader,good
SSI correctly process HEAD request,bad
docBase path webapps backslash inserted doc Base,good
Mapping application context root returns reload,bad
CrawlerSessionManagerValve serializable exception passing sessionAttribute Crawler Session Manager Valve session Attribute,good
Exception writing HTTP response AsyncListener onTimeout method servlet HTTP NIO Async Listener Timeout,bad
loading issue TagPlugin TagPluginManager Tag Plugin Tag Plugin Manager,good
JspEngineInfo getSpecificationVersion returns Jsp Engine Info Specification Version,good
PersistentValve deletes sessions creates Persistent Valve,good
litmus warning WebdavServlet Webdav Servlet,good
Async context timeout HTTP NIO connector,bad
NPE processSocket process Socket,good
Infinite loop shutting AprEndpoint Apr Endpoint,good
Unmodified failure,bad
JSP Generation error recursive tagfile structure,bad
NPE comet processing shutting Tomcat,good
ExceptionUtils NoClassDefFoundError startup Exception Utils Def Error,bad
JspFactory getPageContext JspWriter BUFFER IllegalArgumentException Jsp Factory Context Jsp Writer Illegal Argument Exception,good
Tomcat Acceptor Thread wait,good
SpnegoAuthenticator working IBM JDK Kerberos incorrect credential lifetime Spnego Authenticator,good
logging statement error org apache catalina startup Bootstrap java,good
Tomcat API methods declare Exception,bad
Change Tomcat setSilent setSilent Silent Silent,good
Occasional failure TestWsWebSocketContainer testSmallTextBufferClientTextMessage test Test Web Socket Container test Small Text Buffer Client Text Message,good
JSESSIONIDSSO created authentication request logout login username password,good
BASIC Authentication DIGEST mode work hash stored uppercase,good
Order invocation method ServerEndpointConfig Configurator Server Endpoint Config,good
java lang UnsupportedOperationException getName method called Unsupported Operation Exception,good
Files headers,bad
ClassCastException removing Valve Exception,good
Nio Selector issue linux platform,bad
Wrong JNDI Method Resource Injections,good
avoid parallel arrays base types,bad
JmxRemoteLifecycleListener work SSL Jmx Remote Lifecycle Listener,good
NPE AccessLogValve Access Log Valve,good
start embedded container Jasper,bad
NameNotFoundException thrown field method annotated Resource annotation Exception,good
patch Ensure rethrown exceptions retain original,bad
JNDIRealm close NamingEnumeration Naming Enumeration,good
jstl support,bad
NullPointerException embedded tomcat Pointer Exception,bad
Context className attribute contexts deployed descriptors web META INF context xml,good
Code generation error jstl tagPlugin escapeXml tagPlugin tag Plugin escape Xml tag Plugin,good
Deploy ROOT webapp version text manager Ant,good
JSP compiler points error wrong number statements,good
String instance generated constant string Generator convertString convert String,good
checkThreadLocalMapForLeaks positives check Thread Local Map Leaks,good
sendRedirect support protocol relative URLs send Redirect,good
CometEvent event suspended socket disconnect running Tomcat tcnative dll Windows Vista Windows Server newer Comet Event,bad
Compiled tags correct directory,bad
org apache catalina startup Bootstrap main method handles startd stopd wrongly,good
Incorrect warning logging invalidate session SingleSignOn valve Single Sign,good
Problems AsyncListener resource injection Async Listener,good
ReplicatedMap don TcpFailureDetector configuration Replicated Map Tcp Failure Detector,good
structure masks original exception JDBCRealm getPassword Password,good
Setting rmiBindAddress JmxRemoteLifecycleListener prevents tomcat starting rmi Bind Address Jmx Remote Lifecycle Listener,good
wasted work ValidateVisitor isExpression Validate Visitor Expression,good
Resource Normalization JNDI,good
Work directories deployed webapps deleted shutdown,good
Manager application fails report stranded artifacts undeploying,good
Bug StandardPipeline removeValve Valve valve Standard Pipeline remove Valve,good
RecycleRequiredException missing AsyncListener onTimeout call Recycle Required Exception Async Listener Timeout,good
Parser escaping dollar sign,good
Upgrade Response Transfer Encoding chunked invalid,good
Tomcat support application specific close codes,good
PersistentManager filestore session objects linked session Tomcat restarted Persistent Manager,good
